college_x,height_x,position_x,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,salary,season,draft_round,draft_pick
Wake Forest University,74.0,G,0.9,0.44799999999999995,0.4,9.9,0.495,4.9,0.805,2.1,1.7,114.0,11.7,435589.99999999994,1990,4,83
Michigan State University,81.0,C,0.6,0.294,0.2,5.0,0.502,2.5,0.5770000000000001,2.4,1.4,106.0,6.6,435872.25,1997,2,48
"University of Arizona, University of Tennessee, Auburn University at Montgomery",81.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435872.25,1997,0,0
University of Connecticut,76.0,G,0.5,0.262,0.1,4.8,0.45299999999999996,2.2,0.7559999999999999,2.8,2.2,124.0,6.7,435872.25,1997,0,0
"University of Colorado, University of Arkansas at Little Rock",79.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435872.25,1997,0,0
Grand Canyon University,83.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435872.25,1997,0,0
"South Plains College, University of Arkansas",73.0,G,0.6,0.46799999999999997,0.3,5.0,0.498,2.5,0.67,4.1,2.7,103.0,7.9,435872.25,1997,0,0
Central Connecticut State University,81.0,F,0.0,0.0,0.0,10.4,0.509,5.3,0.688,5.0,3.5,123.0,14.1,436114.77,2004,2,58
University of Arizona,84.0,C,0.0,0.0,0.0,6.0,0.515,3.1,0.624,3.1,1.9,121.0,8.1,436272.5,1997,2,35
Jacksonville University,77.0,F,4.8,0.47600000000000003,2.3,14.9,0.45299999999999996,6.8,0.74,3.9,2.9,114.0,17.0,439106.806,1987,1,17
University of Notre Dame,72.0,G,2.8,0.406,1.1,13.5,0.442,6.0,0.813,6.1,4.9,118.0,17.4,442000.0,1988,1,25
